work_id,poet_id,작가,책 제목,출판사,시리즈,번호,출판년도,작품 제목,등단년도,등단매체,등단매체_정규화,등단경로,등단장르,어절수
W00867,P0271,이승원,어둠과 설탕,문학과지성사,문학과지성 시인선,314,2006,드라이브 바이 슈팅,2000,문학과사회,문학과사회,매체 및 문학상,시,124
W00868,P0271,이승원,어둠과 설탕,문학과지성사,문학과지성 시인선,314,2006,탈출,2000,문학과사회,문학과사회,매체 및 문학상,시,86
W00869,P0271,이승원,어둠과 설탕,문학과지성사,문학과지성 시인선,314,2006,빛의 제국,2000,문학과사회,문학과사회,매체 및 문학상,시,145
W00870,P0271,이승원,어둠과 설탕,문학과지성사,문학과지성 시인선,314,2006,저주,2000,문학과사회,문학과사회,매체 및 문학상,시,70
W00871,P0271,이승원,어둠과 설탕,문학과지성사,문학과지성 시인선,314,2006,기관원 본드 씨 VS 스카라망가 선생,2000,문학과사회,문학과사회,매체 및 문학상,시,84
W00872,P0271,이승원,어둠과 설탕,문학과지성사,문학과지성 시인선,314,2006,인어,2000,문학과사회,문학과사회,매체 및 문학상,시,146
W00873,P0271,이승원,어둠과 설탕,문학과지성사,문학과지성 시인선,314,2006,1985년,2000,문학과사회,문학과사회,매체 및 문학상,시,121
W00874,P0271,이승원,어둠과 설탕,문학과지성사,문학과지성 시인선,314,2006,다항식,2000,문학과사회,문학과사회,매체 및 문학상,시,106
W00875,P0271,이승원,어둠과 설탕,문학과지성사,문학과지성 시인선,314,2006,좀비,2000,문학과사회,문학과사회,매체 및 문학상,시,92
W00876,P0271,이승원,어둠과 설탕,문학과지성사,문학과지성 시인선,314,2006,압생트,2000,문학과사회,문학과사회,매체 및 문학상,시,105
W00878,P0271,이승원,어둠과 설탕,문학과지성사,문학과지성 시인선,314,2006,126번지,2000,문학과사회,문학과사회,매체 및 문학상,시,55
W00879,P0265,이성미,"다른 시간, 다른 배열",문학과지성사,문학과지성 시인선,551,2020,매끄럽고 보드라운 감정,2001,문학과사회,문학과사회,매체 및 문학상,시,123
W00880,P0245,이기성,동물의 자서전,문학과지성사,문학과지성 시인선,546,2020,망각,1998,문학과사회,문학과사회,매체 및 문학상,시,59
W00881,P0245,이기성,동물의 자서전,문학과지성사,문학과지성 시인선,546,2020,마르크스를 훔치는 시간,1998,문학과사회,문학과사회,매체 및 문학상,시,71
W00882,P0245,이기성,동물의 자서전,문학과지성사,문학과지성 시인선,546,2020,그림자,1998,문학과사회,문학과사회,매체 및 문학상,시,81
W00883,P0245,이기성,동물의 자서전,문학과지성사,문학과지성 시인선,546,2020,고기를 원하는가,1998,문학과사회,문학과사회,매체 및 문학상,시,55
W00884,P0245,이기성,동물의 자서전,문학과지성사,문학과지성 시인선,546,2020,햇빛,1998,문학과사회,문학과사회,매체 및 문학상,시,96
W00885,P0245,이기성,동물의 자서전,문학과지성사,문학과지성 시인선,546,2020,영영,1998,문학과사회,문학과사회,매체 및 문학상,시,80
W00886,P0245,이기성,동물의 자서전,문학과지성사,문학과지성 시인선,546,2020,이상한 우정,1998,문학과사회,문학과사회,매체 및 문학상,시,100
W00887,P0245,이기성,동물의 자서전,문학과지성사,문학과지성 시인선,546,2020,이야기,1998,문학과사회,문학과사회,매체 및 문학상,시,73
W00888,P0245,이기성,동물의 자서전,문학과지성사,문학과지성 시인선,546,2020,그녀,1998,문학과사회,문학과사회,매체 및 문학상,시,61
W00889,P0245,이기성,동물의 자서전,문학과지성사,문학과지성 시인선,546,2020,어쩌면,1998,문학과사회,문학과사회,매체 및 문학상,시,100
W00890,P0245,이기성,동물의 자서전,문학과지성사,문학과지성 시인선,546,2020,사랑에 관한 시,1998,문학과사회,문학과사회,매체 및 문학상,시,186
W00891,P0245,이기성,동물의 자서전,문학과지성사,문학과지성 시인선,546,2020,매혹,1998,문학과사회,문학과사회,매체 및 문학상,시,73
W00892,P0245,이기성,동물의 자서전,문학과지성사,문학과지성 시인선,546,2020,Q를 위하여,1998,문학과사회,문학과사회,매체 및 문학상,시,88
W00893,P0245,이기성,동물의 자서전,문학과지성사,문학과지성 시인선,546,2020,유령의 나날,1998,문학과사회,문학과사회,매체 및 문학상,시,64
W00894,P0245,이기성,동물의 자서전,문학과지성사,문학과지성 시인선,546,2020,"이봐요, 오리들",1998,문학과사회,문학과사회,매체 및 문학상,시,72
W00895,P0245,이기성,동물의 자서전,문학과지성사,문학과지성 시인선,546,2020,꽃을 사는 저녁,1998,문학과사회,문학과사회,매체 및 문학상,시,76
W00896,P0245,이기성,동물의 자서전,문학과지성사,문학과지성 시인선,546,2020,노래,1998,문학과사회,문학과사회,매체 및 문학상,시,38
W00897,P0245,이기성,채식주의자의 식탁,문학과지성사,문학과지성 시인선,469,2015,말,1998,문학과사회,문학과사회,매체 및 문학상,시,92
W00898,P0245,이기성,채식주의자의 식탁,문학과지성사,문학과지성 시인선,469,2015,감자,1998,문학과사회,문학과사회,매체 및 문학상,시,100
W00899,P0245,이기성,채식주의자의 식탁,문학과지성사,문학과지성 시인선,469,2015,굴 소년의 노래,1998,문학과사회,문학과사회,매체 및 문학상,시,108
W00900,P0245,이기성,채식주의자의 식탁,문학과지성사,문학과지성 시인선,469,2015,단추의 시,1998,문학과사회,문학과사회,매체 및 문학상,시,106
W00901,P0245,이기성,채식주의자의 식탁,문학과지성사,문학과지성 시인선,469,2015,외투,1998,문학과사회,문학과사회,매체 및 문학상,시,90
W00902,P0245,이기성,채식주의자의 식탁,문학과지성사,문학과지성 시인선,469,2015,곰,1998,문학과사회,문학과사회,매체 및 문학상,시,109
W00903,P0245,이기성,채식주의자의 식탁,문학과지성사,문학과지성 시인선,469,2015,스틸 라이프,1998,문학과사회,문학과사회,매체 및 문학상,시,100
W00904,P0245,이기성,채식주의자의 식탁,문학과지성사,문학과지성 시인선,469,2015,오늘,1998,문학과사회,문학과사회,매체 및 문학상,시,94
W00905,P0245,이기성,채식주의자의 식탁,문학과지성사,문학과지성 시인선,469,2015,감염,1998,문학과사회,문학과사회,매체 및 문학상,시,103
W00906,P0245,이기성,채식주의자의 식탁,문학과지성사,문학과지성 시인선,469,2015,꿈,1998,문학과사회,문학과사회,매체 및 문학상,시,81
W00907,P0245,이기성,채식주의자의 식탁,문학과지성사,문학과지성 시인선,469,2015,콘크리트,1998,문학과사회,문학과사회,매체 및 문학상,시,68
W00908,P0245,이기성,채식주의자의 식탁,문학과지성사,문학과지성 시인선,469,2015,저녁에,1998,문학과사회,문학과사회,매체 및 문학상,시,127
W00909,P0245,이기성,채식주의자의 식탁,문학과지성사,문학과지성 시인선,469,2015,연애시,1998,문학과사회,문학과사회,매체 및 문학상,시,80
W00910,P0245,이기성,채식주의자의 식탁,문학과지성사,문학과지성 시인선,469,2015,연애시,1998,문학과사회,문학과사회,매체 및 문학상,시,85
W00911,P0245,이기성,채식주의자의 식탁,문학과지성사,문학과지성 시인선,469,2015,공증인,1998,문학과사회,문학과사회,매체 및 문학상,시,105
W00912,P0245,이기성,채식주의자의 식탁,문학과지성사,문학과지성 시인선,469,2015,풀처럼,1998,문학과사회,문학과사회,매체 및 문학상,시,94
W00913,P0245,이기성,채식주의자의 식탁,문학과지성사,문학과지성 시인선,469,2015,양,1998,문학과사회,문학과사회,매체 및 문학상,시,120
W00914,P0245,이기성,채식주의자의 식탁,문학과지성사,문학과지성 시인선,469,2015,누군가,1998,문학과사회,문학과사회,매체 및 문학상,시,94
W00915,P0245,이기성,채식주의자의 식탁,문학과지성사,문학과지성 시인선,469,2015,텅 빈 사람,1998,문학과사회,문학과사회,매체 및 문학상,시,90
W00916,P0245,이기성,채식주의자의 식탁,문학과지성사,문학과지성 시인선,469,2015,생일,1998,문학과사회,문학과사회,매체 및 문학상,시,79
W00917,P0245,이기성,채식주의자의 식탁,문학과지성사,문학과지성 시인선,469,2015,범람하다,1998,문학과사회,문학과사회,매체 및 문학상,시,55
W00918,P0245,이기성,채식주의자의 식탁,문학과지성사,문학과지성 시인선,469,2015,연애시,1998,문학과사회,문학과사회,매체 및 문학상,시,102
W00919,P0245,이기성,채식주의자의 식탁,문학과지성사,문학과지성 시인선,469,2015,몽상가,1998,문학과사회,문학과사회,매체 및 문학상,시,71
W00920,P0245,이기성,채식주의자의 식탁,문학과지성사,문학과지성 시인선,469,2015,먼 훗날에,1998,문학과사회,문학과사회,매체 및 문학상,시,72
W00921,P0245,이기성,타일의 모든 것,문학과지성사,문학과지성 시인선,385,2010,타일의 마을,1998,문학과사회,문학과사회,매체 및 문학상,시,83
W00922,P0245,이기성,타일의 모든 것,문학과지성사,문학과지성 시인선,385,2010,외투,1998,문학과사회,문학과사회,매체 및 문학상,시,87
W00923,P0245,이기성,타일의 모든 것,문학과지성사,문학과지성 시인선,385,2010,청춘,1998,문학과사회,문학과사회,매체 및 문학상,시,80
W00924,P0245,이기성,타일의 모든 것,문학과지성사,문학과지성 시인선,385,2010,내부순환로,1998,문학과사회,문학과사회,매체 및 문학상,시,82
W00925,P0245,이기성,타일의 모든 것,문학과지성사,문학과지성 시인선,385,2010,스냅,1998,문학과사회,문학과사회,매체 및 문학상,시,94
W00926,P0245,이기성,타일의 모든 것,문학과지성사,문학과지성 시인선,385,2010,실루엣,1998,문학과사회,문학과사회,매체 및 문학상,시,102
W00927,P0245,이기성,타일의 모든 것,문학과지성사,문학과지성 시인선,385,2010,나비,1998,문학과사회,문학과사회,매체 및 문학상,시,106
W00928,P0245,이기성,타일의 모든 것,문학과지성사,문학과지성 시인선,385,2010,선물,1998,문학과사회,문학과사회,매체 및 문학상,시,86
W00929,P0245,이기성,타일의 모든 것,문학과지성사,문학과지성 시인선,385,2010,후일담,1998,문학과사회,문학과사회,매체 및 문학상,시,88
W00930,P0245,이기성,타일의 모든 것,문학과지성사,문학과지성 시인선,385,2010,폭소,1998,문학과사회,문학과사회,매체 및 문학상,시,81
W00931,P0245,이기성,타일의 모든 것,문학과지성사,문학과지성 시인선,385,2010,자장가,1998,문학과사회,문학과사회,매체 및 문학상,시,92
W00932,P0245,이기성,타일의 모든 것,문학과지성사,문학과지성 시인선,385,2010,목이 긴 이야기,1998,문학과사회,문학과사회,매체 및 문학상,시,91
W00933,P0245,이기성,불쑥 내민 손,문학과지성사,문학과지성 시인선,293,2004,열정,1998,문학과사회,문학과사회,매체 및 문학상,시,104
W00934,P0245,이기성,불쑥 내민 손,문학과지성사,문학과지성 시인선,293,2004,열쇠,1998,문학과사회,문학과사회,매체 및 문학상,시,138
W00935,P0245,이기성,불쑥 내민 손,문학과지성사,문학과지성 시인선,293,2004,밥,1998,문학과사회,문학과사회,매체 및 문학상,시,92
W00936,P0245,이기성,불쑥 내민 손,문학과지성사,문학과지성 시인선,293,2004,휴일,1998,문학과사회,문학과사회,매체 및 문학상,시,128
W00937,P0245,이기성,불쑥 내민 손,문학과지성사,문학과지성 시인선,293,2004,제야,1998,문학과사회,문학과사회,매체 및 문학상,시,122
W00938,P0245,이기성,불쑥 내민 손,문학과지성사,문학과지성 시인선,293,2004,모란시장에서,1998,문학과사회,문학과사회,매체 및 문학상,시,120
W00939,P0245,이기성,불쑥 내민 손,문학과지성사,문학과지성 시인선,293,2004,복수,1998,문학과사회,문학과사회,매체 및 문학상,시,122
W00940,P0245,이기성,불쑥 내민 손,문학과지성사,문학과지성 시인선,293,2004,소행성 에로스에 대하여,1998,문학과사회,문학과사회,매체 및 문학상,시,111
W00941,P0245,이기성,불쑥 내민 손,문학과지성사,문학과지성 시인선,293,2004,장미원,1998,문학과사회,문학과사회,매체 및 문학상,시,106
W00942,P0245,이기성,불쑥 내민 손,문학과지성사,문학과지성 시인선,293,2004,물,1998,문학과사회,문학과사회,매체 및 문학상,시,136
W00943,P0245,이기성,불쑥 내민 손,문학과지성사,문학과지성 시인선,293,2004,불운,1998,문학과사회,문학과사회,매체 및 문학상,시,108
W00944,P0245,이기성,불쑥 내민 손,문학과지성사,문학과지성 시인선,293,2004,정오,1998,문학과사회,문학과사회,매체 및 문학상,시,93
W00945,P0245,이기성,불쑥 내민 손,문학과지성사,문학과지성 시인선,293,2004,첫 페이지,1998,문학과사회,문학과사회,매체 및 문학상,시,101
W00946,P0245,이기성,불쑥 내민 손,문학과지성사,문학과지성 시인선,293,2004,저녁,1998,문학과사회,문학과사회,매체 및 문학상,시,103
W00947,P0245,이기성,불쑥 내민 손,문학과지성사,문학과지성 시인선,293,2004,몰락,1998,문학과사회,문학과사회,매체 및 문학상,시,131
W00948,P0245,이기성,불쑥 내민 손,문학과지성사,문학과지성 시인선,293,2004,어떤 강,1998,문학과사회,문학과사회,매체 및 문학상,시,97
W00949,P0245,이기성,불쑥 내민 손,문학과지성사,문학과지성 시인선,293,2004,희망,1998,문학과사회,문학과사회,매체 및 문학상,시,80
W00950,P0245,이기성,불쑥 내민 손,문학과지성사,문학과지성 시인선,293,2004,아귀,1998,문학과사회,문학과사회,매체 및 문학상,시,117
W00951,P0245,이기성,불쑥 내민 손,문학과지성사,문학과지성 시인선,293,2004,늪 2,1998,문학과사회,문학과사회,매체 및 문학상,시,110
W00952,P0235,윤의섭,어디서부터 오는 비인가요,민음사,민음의 시,264,2019,이례적인,1994,문학과사회,문학과사회,매체 및 문학상,시,85
W00953,P0235,윤의섭,묵시록,민음사,민음의 시,209,2015,비본,1994,문학과사회,문학과사회,매체 및 문학상,시,99
W00954,P0235,윤의섭,붉은 달은 미친 듯이 궤도를 돈다,문학과지성사,문학과지성 시인선,307,2005,풀등,1994,문학과사회,문학과사회,매체 및 문학상,시,88
W00955,P0210,엄원태,먼 우레처럼 다시 올 것이다,창비,창비시선,363,2013,타나 호수,1990,문학과사회,문학과사회,매체 및 문학상,시,74
W00956,P0210,엄원태,먼 우레처럼 다시 올 것이다,창비,창비시선,363,2013,어떤 바깥,1990,문학과사회,문학과사회,매체 및 문학상,시,98
W00957,P0210,엄원태,먼 우레처럼 다시 올 것이다,창비,창비시선,363,2013,희망호프집,1990,문학과사회,문학과사회,매체 및 문학상,시,77
W00958,P0210,엄원태,물방울 무덤,창비,창비시선,272,2007,저녁,1990,문학과사회,문학과사회,매체 및 문학상,시,75
W00959,P0210,엄원태,물방울 무덤,창비,창비시선,272,2007,애가,1990,문학과사회,문학과사회,매체 및 문학상,시,59
W00960,P0198,심재상,넌 도돌이 표다,문학과지성사,문학과지성 시인선,279,2003,불면 1,1992,문학과사회,문학과사회,매체 및 문학상,시,55
W00961,P0198,심재상,넌 도돌이 표다,문학과지성사,문학과지성 시인선,279,2003,게릴라성 폭우,1992,문학과사회,문학과사회,매체 및 문학상,시,69
W00962,P0198,심재상,넌 도돌이 표다,문학과지성사,문학과지성 시인선,279,2003,목련 그늘,1992,문학과사회,문학과사회,매체 및 문학상,시,124
W00963,P0198,심재상,넌 도돌이 표다,문학과지성사,문학과지성 시인선,279,2003,빗방울 전주곡 - 립싱크 랩소디 6,1992,문학과사회,문학과사회,매체 및 문학상,시,40
W00964,P0198,심재상,넌 도돌이 표다,문학과지성사,문학과지성 시인선,279,2003,가도 가도 난데없는 - 립싱크 랩소디 7,1992,문학과사회,문학과사회,매체 및 문학상,시,90
W00965,P0198,심재상,넌 도돌이 표다,문학과지성사,문학과지성 시인선,279,2003,종이꽃 - 립싱크 랩소디 8,1992,문학과사회,문학과사회,매체 및 문학상,시,49
W00966,P0198,심재상,넌 도돌이 표다,문학과지성사,문학과지성 시인선,279,2003,미모사 1,1992,문학과사회,문학과사회,매체 및 문학상,시,68
W00967,P0198,심재상,넌 도돌이 표다,문학과지성사,문학과지성 시인선,279,2003,미모사 2,1992,문학과사회,문학과사회,매체 및 문학상,시,34
W00968,P0198,심재상,넌 도돌이 표다,문학과지성사,문학과지성 시인선,279,2003,미모사 3,1992,문학과사회,문학과사회,매체 및 문학상,시,47
W00969,P0198,심재상,넌 도돌이 표다,문학과지성사,문학과지성 시인선,279,2003,"행여, 해서 - 천국보다 낯선",1992,문학과사회,문학과사회,매체 및 문학상,시,59
W00970,P0167,서정학,동네에서 제일 싼 프랑스,문학과지성사,문학과지성 시인선,498,2017,인스턴트 사랑주스,1995,문학과사회,문학과사회,매체 및 문학상,시,161
W00971,P0167,서정학,동네에서 제일 싼 프랑스,문학과지성사,문학과지성 시인선,498,2017,종이상자,1995,문학과사회,문학과사회,매체 및 문학상,시,139
W00972,P0167,서정학,동네에서 제일 싼 프랑스,문학과지성사,문학과지성 시인선,498,2017,종이상자 선반,1995,문학과사회,문학과사회,매체 및 문학상,시,110
W00973,P0167,서정학,동네에서 제일 싼 프랑스,문학과지성사,문학과지성 시인선,498,2017,아드레날린,1995,문학과사회,문학과사회,매체 및 문학상,시,120
W00974,P0167,서정학,동네에서 제일 싼 프랑스,문학과지성사,문학과지성 시인선,498,2017,종이상자 연구소,1995,문학과사회,문학과사회,매체 및 문학상,시,113
W00975,P0167,서정학,동네에서 제일 싼 프랑스,문학과지성사,문학과지성 시인선,498,2017,종이상자 공장,1995,문학과사회,문학과사회,매체 및 문학상,시,157
W00976,P0167,서정학,동네에서 제일 싼 프랑스,문학과지성사,문학과지성 시인선,498,2017,비밀,1995,문학과사회,문학과사회,매체 및 문학상,시,172
W00977,P0167,서정학,동네에서 제일 싼 프랑스,문학과지성사,문학과지성 시인선,498,2017,우리 사이에는 아무것도 없다,1995,문학과사회,문학과사회,매체 및 문학상,시,101
W00978,P0167,서정학,동네에서 제일 싼 프랑스,문학과지성사,문학과지성 시인선,498,2017,인천 미식가 클럽,1995,문학과사회,문학과사회,매체 및 문학상,시,164
W00979,P0167,서정학,동네에서 제일 싼 프랑스,문학과지성사,문학과지성 시인선,498,2017,인천개포구연수동국제사탕조합대표자회의제7차대회전야제기념식장,1995,문학과사회,문학과사회,매체 및 문학상,시,129
W00980,P0167,서정학,동네에서 제일 싼 프랑스,문학과지성사,문학과지성 시인선,498,2017,도파민,1995,문학과사회,문학과사회,매체 및 문학상,시,144
W00981,P0167,서정학,동네에서 제일 싼 프랑스,문학과지성사,문학과지성 시인선,498,2017,써라!,1995,문학과사회,문학과사회,매체 및 문학상,시,127
W00982,P0167,서정학,동네에서 제일 싼 프랑스,문학과지성사,문학과지성 시인선,498,2017,너는 생필품,1995,문학과사회,문학과사회,매체 및 문학상,시,114
W00983,P0167,서정학,동네에서 제일 싼 프랑스,문학과지성사,문학과지성 시인선,498,2017,풀사이드,1995,문학과사회,문학과사회,매체 및 문학상,시,144
W00984,P0167,서정학,동네에서 제일 싼 프랑스,문학과지성사,문학과지성 시인선,498,2017,"제법,",1995,문학과사회,문학과사회,매체 및 문학상,시,109
W00986,P0087,김중,거미는 이제 영영 돼지를 만나지 못한다,문학과지성사,문학과지성 시인선,260,2002,"해변, 조약돌",1999,문학과사회,문학과사회,매체 및 문학상,시,54
W00987,P0087,김중,거미는 이제 영영 돼지를 만나지 못한다,문학과지성사,문학과지성 시인선,260,2002,西遊記 3 - 도서관,1999,문학과사회,문학과사회,매체 및 문학상,시,67
W00988,P0087,김중,거미는 이제 영영 돼지를 만나지 못한다,문학과지성사,문학과지성 시인선,260,2002,西遊記 4 - 魔,1999,문학과사회,문학과사회,매체 및 문학상,시,63
W00989,P0087,김중,거미는 이제 영영 돼지를 만나지 못한다,문학과지성사,문학과지성 시인선,260,2002,西遊記 7 - 長安을 떠나지 못하다,1999,문학과사회,문학과사회,매체 및 문학상,시,95
W00990,P0068,김연신,"시인, 시인들",문학과지성사,문학과지성 시인선,286,2004,"생각해 보아, 여기는",1994,문학과사회,문학과사회,매체 및 문학상,시,96
W00991,P0068,김연신,"시인, 시인들",문학과지성사,문학과지성 시인선,286,2004,숲길을 걸어가면,1994,문학과사회,문학과사회,매체 및 문학상,시,80
W00992,P0068,김연신,"시인, 시인들",문학과지성사,문학과지성 시인선,286,2004,집 밖에서 사는 사람 - 어색한 연애편지,1994,문학과사회,문학과사회,매체 및 문학상,시,57
W00993,P0068,김연신,"시인, 시인들",문학과지성사,문학과지성 시인선,286,2004,부서진 칼날 같은 햇빛이,1994,문학과사회,문학과사회,매체 및 문학상,시,62
W00994,P0209,양진건,귀한 매혹,문학과지성사,문학과지성 시인선,344,2008,달곰쌉쌀한,1995,문학과사회 가을호,문학과사회,매체 및 문학상,시,57
W00995,P0035,김길나,둥근 밀떡에서 뜨는 해,문학과지성사,문학과지성 시인선,270,2003,손 떨리는 투망질,1996,문학과사회 가을호,문학과사회,매체 및 문학상,시,141
W00996,P0035,김길나,둥근 밀떡에서 뜨는 해,문학과지성사,문학과지성 시인선,270,2003,미라 박물관에서 - 마주 봄,1996,문학과사회 가을호,문학과사회,매체 및 문학상,시,66
W00997,P0035,김길나,둥근 밀떡에서 뜨는 해,문학과지성사,문학과지성 시인선,270,2003,아늑한 집,1996,문학과사회 가을호,문학과사회,매체 및 문학상,시,182
W00998,P0411,황혜경,느낌 씨가 오고 있다,문학과지성사,문학과지성 시인선,424,2013,받으라 최근의 소식으로,2010,문학과사회 신인문학상,문학과사회,신인상,시,85
W00999,P0392,하재연,라디오 데이즈,문학과지성사,문학과지성 시인선,327,2006,오 분간,2002,문학과사회 신인문학상,문학과사회,신인상,시,82
W01000,P0392,하재연,라디오 데이즈,문학과지성사,문학과지성 시인선,327,2006,스텔라 미장원,2002,문학과사회 신인문학상,문학과사회,신인상,시,130
W01001,P0390,최하연,팅커벨 꽃집,문학과지성사,문학과지성 시인선,427,2013,체리,2003,문학과사회 신인문학상,문학과사회,신인상,시,163
W01002,P0390,최하연,팅커벨 꽃집,문학과지성사,문학과지성 시인선,427,2013,경복궁역 일층까페,2003,문학과사회 신인문학상,문학과사회,신인상,시,92
W01003,P0390,최하연,팅커벨 꽃집,문학과지성사,문학과지성 시인선,427,2013,두 시 방향에 적기 출현,2003,문학과사회 신인문학상,문학과사회,신인상,시,52
W01004,P0390,최하연,팅커벨 꽃집,문학과지성사,문학과지성 시인선,427,2013,"거니,",2003,문학과사회 신인문학상,문학과사회,신인상,시,84
W01005,P0390,최하연,팅커벨 꽃집,문학과지성사,문학과지성 시인선,427,2013,아카펠라,2003,문학과사회 신인문학상,문학과사회,신인상,시,71
W01006,P0390,최하연,피아노,문학과지성사,문학과지성 시인선,339,2007,● ●,2003,문학과사회 신인문학상,문학과사회,신인상,시,66
W01007,P0390,최하연,보헤미아 유리,문학과지성사,문학과지성 시인선,611,2024,나비와 망치,2003,문학과사회 신인문학상,문학과사회,신인상,시,107
W01008,P0390,최하연,보헤미아 유리,문학과지성사,문학과지성 시인선,611,2024,쉿,2003,문학과사회 신인문학상,문학과사회,신인상,시,100
W01009,P0390,최하연,보헤미아 유리,문학과지성사,문학과지성 시인선,611,2024,살로메의 쟁반,2003,문학과사회 신인문학상,문학과사회,신인상,시,118
W01010,P0390,최하연,보헤미아 유리,문학과지성사,문학과지성 시인선,611,2024,티빙,2003,문학과사회 신인문학상,문학과사회,신인상,시,167
W01011,P0367,차호지,시작법,문학과지성사,문학과지성 시인선,605,2024,선생님,2021,문학과사회 신인문학상,문학과사회,신인상,시,143
W01012,P0367,차호지,시작법,문학과지성사,문학과지성 시인선,605,2024,안내,2021,문학과사회 신인문학상,문학과사회,신인상,시,204
W01013,P0367,차호지,시작법,문학과지성사,문학과지성 시인선,605,2024,캉기,2021,문학과사회 신인문학상,문학과사회,신인상,시,216
W01014,P0367,차호지,시작법,문학과지성사,문학과지성 시인선,605,2024,g,2021,문학과사회 신인문학상,문학과사회,신인상,시,191
W01015,P0367,차호지,시작법,문학과지성사,문학과지성 시인선,605,2024,대화,2021,문학과사회 신인문학상,문학과사회,신인상,시,244
W01016,P0367,차호지,시작법,문학과지성사,문학과지성 시인선,605,2024,면적,2021,문학과사회 신인문학상,문학과사회,신인상,시,245
W01017,P0367,차호지,시작법,문학과지성사,문학과지성 시인선,605,2024,사랑하는 사람,2021,문학과사회 신인문학상,문학과사회,신인상,시,178
W01018,P0367,차호지,시작법,문학과지성사,문학과지성 시인선,605,2024,설계자,2021,문학과사회 신인문학상,문학과사회,신인상,시,188
W01019,P0367,차호지,시작법,문학과지성사,문학과지성 시인선,605,2024,박멸,2021,문학과사회 신인문학상,문학과사회,신인상,시,185
W01020,P0367,차호지,시작법,문학과지성사,문학과지성 시인선,605,2024,창문,2021,문학과사회 신인문학상,문학과사회,신인상,시,153
W01021,P0367,차호지,시작법,문학과지성사,문학과지성 시인선,605,2024,그 시절,2021,문학과사회 신인문학상,문학과사회,신인상,시,97
W01022,P0367,차호지,시작법,문학과지성사,문학과지성 시인선,605,2024,도망자,2021,문학과사회 신인문학상,문학과사회,신인상,시,127
W01023,P0367,차호지,시작법,문학과지성사,문학과지성 시인선,605,2024,소음,2021,문학과사회 신인문학상,문학과사회,신인상,시,129
W01025,P0367,차호지,시작법,문학과지성사,문학과지성 시인선,605,2024,녹음기사,2021,문학과사회 신인문학상,문학과사회,신인상,시,139
W01026,P0367,차호지,시작법,문학과지성사,문학과지성 시인선,605,2024,경도,2021,문학과사회 신인문학상,문학과사회,신인상,시,210
W01027,P0367,차호지,시작법,문학과지성사,문학과지성 시인선,605,2024,공중,2021,문학과사회 신인문학상,문학과사회,신인상,시,136
W01028,P0367,차호지,시작법,문학과지성사,문학과지성 시인선,605,2024,가마,2021,문학과사회 신인문학상,문학과사회,신인상,시,134
W01029,P0367,차호지,시작법,문학과지성사,문학과지성 시인선,605,2024,두통,2021,문학과사회 신인문학상,문학과사회,신인상,시,237
W01030,P0367,차호지,시작법,문학과지성사,문학과지성 시인선,605,2024,단체,2021,문학과사회 신인문학상,문학과사회,신인상,시,128
W01031,P0367,차호지,시작법,문학과지성사,문학과지성 시인선,605,2024,2인실,2021,문학과사회 신인문학상,문학과사회,신인상,시,222
W01032,P0367,차호지,시작법,문학과지성사,문학과지성 시인선,605,2024,의인법,2021,문학과사회 신인문학상,문학과사회,신인상,시,193
W01033,P0367,차호지,시작법,문학과지성사,문학과지성 시인선,605,2024,카운터포인트,2021,문학과사회 신인문학상,문학과사회,신인상,시,162
W01034,P0367,차호지,시작법,문학과지성사,문학과지성 시인선,605,2024,사랑,2021,문학과사회 신인문학상,문학과사회,신인상,시,176
W01035,P0367,차호지,시작법,문학과지성사,문학과지성 시인선,605,2024,여기서부터는 다른 작품입니다,2021,문학과사회 신인문학상,문학과사회,신인상,시,228
W01037,P0367,차호지,시작법,문학과지성사,문학과지성 시인선,605,2024,열차,2021,문학과사회 신인문학상,문학과사회,신인상,시,161
W01038,P0367,차호지,시작법,문학과지성사,문학과지성 시인선,605,2024,제자리,2021,문학과사회 신인문학상,문학과사회,신인상,시,198
W01039,P0367,차호지,시작법,문학과지성사,문학과지성 시인선,605,2024,목소리,2021,문학과사회 신인문학상,문학과사회,신인상,시,166
W01040,P0367,차호지,시작법,문학과지성사,문학과지성 시인선,605,2024,저글링,2021,문학과사회 신인문학상,문학과사회,신인상,시,203
W01041,P0367,차호지,시작법,문학과지성사,문학과지성 시인선,605,2024,긴 외침 이후에,2021,문학과사회 신인문학상,문학과사회,신인상,시,242
W01044,P0367,차호지,시작법,문학과지성사,문학과지성 시인선,605,2024,어디야?,2021,문학과사회 신인문학상,문학과사회,신인상,시,129
W01045,P0367,차호지,시작법,문학과지성사,문학과지성 시인선,605,2024,신작,2021,문학과사회 신인문학상,문학과사회,신인상,시,176
W01046,P0322,장수진,사랑은 우르르 꿀꿀,문학과지성사,문학과지성 시인선,502,2017,거기에 인조 포도송이를 달고 다니는 사내,2012,문학과사회 신인문학상,문학과사회,신인상,시,102
W01047,P0322,장수진,사랑은 우르르 꿀꿀,문학과지성사,문학과지성 시인선,502,2017,한 사내,2012,문학과사회 신인문학상,문학과사회,신인상,시,91
W01048,P0322,장수진,사랑은 우르르 꿀꿀,문학과지성사,문학과지성 시인선,502,2017,쥐의 혁신,2012,문학과사회 신인문학상,문학과사회,신인상,시,113
